,user_id,timestamp,date,days_gone,user_is_gone,correct,wrong,discovered,passed,started_attempt,viewed,unique_days_on_course,course_passed
4088,5652,1512250374,2017-12-02,168 days,True,2.0,0.0,11,11,2,57,12,False
4089,5653,1517412784,2018-01-31,108 days,True,76.0,77.0,198,198,93,261,13,True
4090,5654,1515522085,2018-01-09,130 days,True,0.0,0.0,1,1,0,1,1,False
4091,5655,1509348461,2017-10-30,201 days,True,0.0,0.0,1,0,0,1,1,False
4092,5656,1524922442,2018-04-28,21 days,True,1.0,0.0,10,9,2,10,1,False
4093,5658,1475080415,2016-09-28,598 days,True,0.0,0.0,2,1,0,2,1,False
4094,5660,1470383039,2016-08-05,652 days,True,7.0,22.0,26,25,12,50,7,False
4095,5661,1436118340,2015-07-05,1049 days,True,75.0,23.0,191,191,89,477,15,True
4096,5662,1442385227,2015-09-16,976 days,True,0.0,0.0,1,1,0,1,1,False
4097,5663,1510228267,2017-11-09,191 days,True,0.0,0.0,1,1,0,2,2,False
4098,5664,1478541988,2016-11-07,558 days,True,0.0,0.0,24,15,2,30,1,False
4099,5666,1520733304,2018-03-11,69 days,True,0.0,0.0,1,1,0,1,1,False
4100,5667,1434736546,2015-06-19,1065 days,True,0.0,0.0,1,0,0,1,1,False
4101,5668,1435425434,2015-06-27,1057 days,True,25.0,48.0,117,102,38,143,4,False
4102,5669,1489597125,2017-03-15,430 days,True,0.0,0.0,11,9,0,16,1,False
4103,5672,1445463503,2015-10-21,941 days,True,0.0,0.0,1,1,0,1,1,False
4104,5673,1522525068,2018-03-31,49 days,True,8.0,27.0,24,23,9,88,5,False
4105,5675,1435736211,2015-07-01,1053 days,True,0.0,0.0,3,2,0,3,1,False
4106,5677,1501575842,2017-08-01,291 days,True,0.0,0.0,1,1,0,1,1,False
4107,5679,1461689447,2016-04-26,753 days,True,2.0,0.0,9,9,2,9,1,False
4108,5680,1436030889,2015-07-04,1050 days,True,0.0,0.0,6,4,0,7,1,False
4109,5681,1478055636,2016-11-02,563 days,True,75.0,39.0,168,168,118,460,23,False
4110,5682,1440020317,2015-08-19,1004 days,True,0.0,0.0,1,0,0,10,6,False
4111,5683,1441311981,2015-09-03,989 days,True,0.0,0.0,1,1,0,2,1,False
4112,5685,1499876540,2017-07-12,311 days,True,1.0,0.0,4,4,1,4,1,False
4113,5686,1436982190,2015-07-15,1039 days,True,0.0,0.0,1,1,0,1,1,False
4114,5687,1436388701,2015-07-08,1046 days,True,1.0,0.0,4,4,1,4,1,False
4115,5688,1448377140,2015-11-24,907 days,True,0.0,0.0,3,3,0,3,1,False
4116,5689,1434844712,2015-06-20,1064 days,True,8.0,6.0,25,25,8,34,1,False
4117,5690,1469883654,2016-07-30,658 days,True,0.0,0.0,2,2,0,3,1,False
4118,5692,1504404625,2017-09-03,258 days,True,0.0,0.0,1,0,1,3,1,False
4119,5693,1476831075,2016-10-18,578 days,True,0.0,0.0,1,1,0,1,1,False
4120,5694,1453454602,2016-01-22,848 days,True,0.0,0.0,1,1,0,1,1,False
4121,5696,1501620311,2017-08-01,291 days,True,0.0,0.0,5,4,1,9,1,False
4122,5698,1522658690,2018-04-02,47 days,True,0.0,0.0,1,1,0,1,1,False
4123,5699,1468239613,2016-07-11,677 days,True,0.0,0.0,6,5,1,9,1,False
4124,5700,1497986569,2017-06-20,333 days,True,34.0,39.0,90,86,45,405,15,False
4125,5701,1495183228,2017-05-19,365 days,True,21.0,32.0,55,53,23,112,5,False
4126,5702,1475313064,2016-10-01,595 days,True,5.0,0.0,15,15,5,24,2,False
4127,5703,1440227155,2015-08-22,1001 days,True,0.0,0.0,1,1,0,1,1,False
4128,5705,1497002857,2017-06-09,344 days,True,0.0,0.0,1,1,0,1,1,False
4129,5706,1505144832,2017-09-11,250 days,True,9.0,9.0,29,29,9,49,7,False
4130,5708,1456747266,2016-02-29,810 days,True,0.0,0.0,1,0,0,1,1,False
4131,5709,1473250117,2016-09-07,619 days,True,0.0,0.0,1,1,0,1,1,False
4132,5710,1526661005,2018-05-18,1 days,True,0.0,0.0,1,1,0,11,5,False
4133,5712,1460962067,2016-04-18,761 days,True,2.0,10.0,28,22,7,78,5,False
4134,5714,1507216834,2017-10-05,226 days,True,0.0,0.0,2,2,0,3,2,False
4135,5716,1521470983,2018-03-19,61 days,True,4.0,3.0,15,15,9,67,2,False
4136,5721,1510668358,2017-11-14,186 days,True,45.0,33.0,114,113,58,210,13,False
4137,5723,1494743754,2017-05-14,370 days,True,0.0,0.0,1,1,0,1,1,False
4138,5724,1434543164,2015-06-17,1067 days,True,0.0,0.0,9,7,0,10,1,False
4139,5726,1460410526,2016-04-11,768 days,True,2.0,0.0,8,8,2,9,1,False
4140,5729,1475729285,2016-10-06,590 days,True,0.0,0.0,1,0,0,1,1,False
4141,5730,1510546429,2017-11-13,187 days,True,2.0,2.0,10,10,4,10,1,False
4142,5732,1476031528,2016-10-09,587 days,True,29.0,7.0,68,68,33,87,6,False
4143,5733,1435171964,2015-06-24,1060 days,True,6.0,31.0,20,20,11,38,3,False
4144,5734,1494710016,2017-05-13,371 days,True,9.0,21.0,32,28,13,124,7,False
4145,5735,1479157142,2016-11-14,551 days,True,0.0,0.0,1,1,0,1,1,False
4146,5737,1508920702,2017-10-25,206 days,True,0.0,0.0,1,0,1,1,1,False
4147,5739,1516353397,2018-01-19,120 days,True,0.0,0.0,26,18,9,38,1,False
4148,5740,1506598844,2017-09-28,233 days,True,0.0,0.0,6,4,2,6,1,False
4149,5741,1501943009,2017-08-05,287 days,True,0.0,0.0,1,0,1,1,1,False
4150,5742,1511641866,2017-11-25,175 days,True,2.0,0.0,11,11,2,11,1,False
4151,5743,1436074302,2015-07-05,1049 days,True,12.0,1.0,35,35,12,65,7,False
4152,5745,1482342851,2016-12-21,514 days,True,0.0,0.0,3,3,0,3,1,False
4153,5746,1472863927,2016-09-03,623 days,True,0.0,0.0,1,1,0,1,1,False
4154,5752,1435642439,2015-06-30,1054 days,True,0.0,0.0,2,2,0,2,1,False
4155,5753,1476587973,2016-10-16,580 days,True,0.0,0.0,1,1,0,1,1,False
4156,5754,1442829911,2015-09-21,971 days,True,0.0,0.0,9,8,0,12,2,False
4157,5756,1494856475,2017-05-15,369 days,True,0.0,0.0,1,0,0,1,1,False
4158,5757,1515350265,2018-01-07,132 days,True,2.0,1.0,121,117,3,213,5,False
4159,5759,1511258692,2017-11-21,179 days,True,0.0,0.0,13,10,4,13,1,False
4160,5761,1474568585,2016-09-22,604 days,True,0.0,0.0,1,1,0,1,1,False
4161,5764,1460118062,2016-04-08,771 days,True,0.0,0.0,1,1,0,1,1,False
4162,5765,1487510410,2017-02-19,454 days,True,0.0,0.0,4,1,0,4,1,False
4163,5766,1521326390,2018-03-17,63 days,True,9.0,11.0,27,27,9,73,3,False
4164,5767,1509606706,2017-11-02,198 days,True,0.0,0.0,5,3,2,5,3,False
4165,5769,1492587981,2017-04-19,395 days,True,0.0,0.0,1,0,0,1,1,False
4166,5770,1517401151,2018-01-31,108 days,True,1.0,3.0,18,13,6,30,2,False
4167,5771,1476807527,2016-10-18,578 days,True,0.0,0.0,1,1,0,1,1,False
4168,5772,1461766222,2016-04-27,752 days,True,0.0,0.0,1,1,0,2,1,False
4169,5773,1444850543,2015-10-14,948 days,True,0.0,0.0,1,1,0,1,1,False
4170,5776,1510149269,2017-11-08,192 days,True,53.0,70.0,159,152,88,757,23,False
4171,5777,1509312527,2017-10-29,202 days,True,39.0,39.0,97,96,48,270,13,False
4172,5779,1512410619,2017-12-04,166 days,True,2.0,0.0,10,10,2,15,2,False
4173,5781,1509950566,2017-11-06,194 days,True,0.0,0.0,1,0,1,1,1,False
4174,5782,1486750587,2017-02-10,463 days,True,0.0,0.0,1,0,0,2,1,False
4175,5783,1516374556,2018-01-19,120 days,True,0.0,0.0,1,1,0,1,1,False
4176,5784,1514724992,2017-12-31,139 days,True,0.0,0.0,1,1,0,1,1,False
4177,5785,1453997111,2016-01-28,842 days,True,8.0,2.0,24,24,8,27,2,False
4178,5786,1520589523,2018-03-09,71 days,True,0.0,0.0,121,108,12,135,6,False
4179,5787,1513615169,2017-12-18,152 days,True,0.0,0.0,64,59,8,253,13,False
4180,5789,1515078878,2018-01-04,135 days,True,2.0,0.0,10,10,2,10,1,False
4181,5790,1436699785,2015-07-12,1042 days,True,0.0,0.0,6,6,0,7,1,False
4182,5791,1480317098,2016-11-28,537 days,True,10.0,43.0,32,28,13,104,4,False
4183,5792,1436021627,2015-07-04,1050 days,True,10.0,32.0,31,29,12,50,3,False
4184,5793,1506586361,2017-09-28,233 days,True,13.0,1.0,37,37,14,48,4,False
4185,5794,1487319874,2017-02-17,456 days,True,1.0,1.0,8,7,2,8,1,False
4186,5796,1517659842,2018-02-03,105 days,True,1.0,1.0,5,4,3,9,1,False
4187,5798,1441126066,2015-09-01,991 days,True,76.0,42.0,193,192,96,494,16,True
4188,5799,1510735584,2017-11-15,185 days,True,0.0,0.0,10,8,3,15,2,False
4189,5800,1521877001,2018-03-24,56 days,True,2.0,0.0,10,10,2,21,1,False
4190,5801,1523530986,2018-04-12,37 days,True,76.0,56.0,198,198,92,412,15,True
4191,5802,1444553783,2015-10-11,951 days,True,0.0,0.0,2,2,0,2,1,False
4192,5803,1513944978,2017-12-22,148 days,True,0.0,0.0,1,1,0,1,1,False
4193,5804,1481055199,2016-12-06,529 days,True,0.0,0.0,6,5,0,7,1,False
4194,5805,1435586403,2015-06-29,1055 days,True,0.0,0.0,2,1,0,2,1,False
4195,5806,1490083548,2017-03-21,424 days,True,2.0,0.0,8,8,2,10,2,False
4196,5808,1444759643,2015-10-13,949 days,True,0.0,1.0,2,1,1,2,1,False
4197,5809,1510194707,2017-11-09,191 days,True,2.0,1.0,10,10,3,20,2,False
4198,5810,1493123527,2017-04-25,389 days,True,12.0,4.0,32,32,12,49,3,False
4199,5812,1474729832,2016-09-24,602 days,True,0.0,0.0,1,1,0,1,1,False
4200,5813,1457089451,2016-03-04,806 days,True,74.0,40.0,193,192,92,239,7,True
4201,5816,1475824571,2016-10-07,589 days,True,0.0,0.0,1,1,0,1,1,False
4202,5817,1496739427,2017-06-06,347 days,True,0.0,0.0,4,4,0,8,1,False
4203,5818,1481890057,2016-12-16,519 days,True,65.0,0.0,180,169,65,189,1,False
4204,5819,1473454607,2016-09-09,617 days,True,0.0,0.0,13,10,0,13,3,False
4205,5820,1434979174,2015-06-22,1062 days,True,0.0,0.0,1,1,0,1,1,False
4206,5821,1498214457,2017-06-23,330 days,True,0.0,0.0,1,1,0,1,1,False
4207,5824,1472742030,2016-09-01,625 days,True,0.0,0.0,1,1,0,1,1,False
4208,5825,1459999968,2016-04-07,772 days,True,3.0,4.0,6,8,7,6,2,False
4209,5828,1492967627,2017-04-23,391 days,True,5.0,30.0,19,17,9,67,7,False
4210,5829,1510959356,2017-11-17,183 days,True,2.0,0.0,10,10,2,26,2,False
4211,5830,1521829122,2018-03-23,57 days,True,77.0,22.0,198,198,101,409,12,True
4212,5832,1484681803,2017-01-17,487 days,True,8.0,48.0,108,77,21,198,15,False
4213,5834,1482071894,2016-12-18,517 days,True,0.0,0.0,4,3,0,5,1,False
4214,5836,1518412913,2018-02-12,96 days,True,2.0,5.0,16,14,9,28,3,False
4215,5837,1474484494,2016-09-21,605 days,True,5.0,14.0,22,20,7,42,4,False
4216,5839,1493819027,2017-05-03,381 days,True,47.0,46.0,134,113,66,262,9,False
4217,5840,1506606957,2017-09-28,233 days,True,37.0,19.0,91,91,47,145,8,False
4218,5841,1509776260,2017-11-04,196 days,True,0.0,0.0,1,1,0,1,1,False
4219,5842,1523323958,2018-04-10,39 days,True,71.0,25.0,198,193,85,409,5,True
4220,5843,1522676551,2018-04-02,47 days,True,22.0,38.0,118,105,44,408,64,False
4221,5844,1480330490,2016-11-28,537 days,True,0.0,0.0,2,2,0,2,1,False
4222,5845,1523558130,2018-04-12,37 days,True,31.0,62.0,61,60,37,190,10,False
4223,5846,1482471781,2016-12-23,512 days,True,71.0,92.0,193,189,110,483,23,True
4224,5847,1476632237,2016-10-16,580 days,True,8.0,8.0,27,27,8,47,3,False
4225,5849,1472565700,2016-08-30,627 days,True,0.0,0.0,1,1,0,2,1,False
4226,5850,1522584859,2018-04-01,48 days,True,3.0,0.0,47,41,8,147,18,False
4227,5851,1522147425,2018-03-27,53 days,True,0.0,0.0,1,0,1,1,1,False
4228,5853,1435775711,2015-07-01,1053 days,True,1.0,0.0,7,4,2,14,3,False
4229,5854,1523958619,2018-04-17,32 days,True,0.0,0.0,1,1,0,1,1,False
4230,5855,1520675741,2018-03-10,70 days,True,0.0,0.0,1,1,0,1,1,False
4231,5856,1445634933,2015-10-23,939 days,True,0.0,0.0,4,4,0,65,28,False
4232,5858,1513450923,2017-12-16,154 days,True,36.0,59.0,94,94,46,164,13,False
4233,5859,1482576945,2016-12-24,511 days,True,0.0,0.0,2,1,0,2,1,False
4234,5861,1520781124,2018-03-11,69 days,True,77.0,35.0,198,198,79,411,41,True
4235,5862,1511857555,2017-11-28,172 days,True,0.0,0.0,1,1,0,1,1,False
4236,5863,1522745844,2018-04-03,46 days,True,0.0,0.0,1,1,0,1,1,False
4237,5864,1473345604,2016-09-08,618 days,True,0.0,0.0,2,1,0,2,1,False
4238,5865,1458155076,2016-03-16,794 days,True,0.0,0.0,1,1,0,1,1,False
4239,5866,1507183363,2017-10-05,226 days,True,0.0,0.0,1,0,1,1,1,False
4240,5867,1436258727,2015-07-07,1047 days,True,17.0,32.0,46,45,19,83,6,False
4241,5868,1434877580,2015-06-21,1063 days,True,0.0,0.0,1,1,0,1,1,False
4242,5869,1518800577,2018-02-16,92 days,True,0.0,0.0,2,2,0,2,1,False
4243,5870,1515926063,2018-01-14,125 days,True,42.0,82.0,142,131,69,389,54,False
4244,5872,1519915969,2018-03-01,79 days,True,0.0,0.0,6,4,2,7,2,False
4245,5873,1488360915,2017-03-01,444 days,True,75.0,95.0,194,194,88,336,12,True
4246,5874,1469534247,2016-07-26,662 days,True,29.0,9.0,66,66,29,101,13,False
4247,5875,1523180327,2018-04-08,41 days,True,0.0,0.0,1,1,0,1,1,False
4248,5876,1520966749,2018-03-13,67 days,True,1.0,0.0,8,7,2,13,1,False
4249,5877,1454254823,2016-01-31,839 days,True,0.0,0.0,2,2,0,2,1,False
4250,5878,1440665040,2015-08-27,996 days,True,0.0,0.0,2,1,0,2,1,False
4251,5879,1525991250,2018-05-10,9 days,True,0.0,0.0,1,1,0,1,1,False
4252,5880,1493218542,2017-04-26,388 days,True,0.0,0.0,3,3,0,3,1,False
4253,5881,1501248568,2017-07-28,295 days,True,0.0,0.0,3,2,1,5,1,False
4254,5882,1477050261,2016-10-21,575 days,True,87.0,167.0,196,196,108,853,33,True
4255,5884,1475239951,2016-09-30,596 days,True,2.0,0.0,6,6,2,9,1,False
4256,5885,1436265789,2015-07-07,1047 days,True,2.0,9.0,4,3,4,6,1,False
4257,5886,1525340169,2018-05-03,16 days,True,2.0,2.0,10,10,4,25,15,False
4258,5887,1510727648,2017-11-15,185 days,True,76.0,18.0,195,195,80,649,47,True
4259,5888,1510173367,2017-11-08,192 days,True,21.0,7.0,55,53,22,136,6,False
4260,5889,1434783357,2015-06-20,1064 days,True,0.0,0.0,2,0,0,2,2,False
4261,5890,1443296611,2015-09-26,966 days,True,0.0,0.0,7,5,1,7,1,False
4262,5891,1512311212,2017-12-03,167 days,True,0.0,0.0,1,1,0,1,1,False
4263,5892,1440064020,2015-08-20,1003 days,True,0.0,0.0,2,2,0,9,4,False
4264,5893,1478088052,2016-11-02,563 days,True,0.0,0.0,1,1,0,1,1,False
4265,5894,1511603748,2017-11-25,175 days,True,36.0,30.0,86,86,47,226,6,False
4266,5896,1475661063,2016-10-05,591 days,True,0.0,0.0,1,1,0,1,1,False
4267,5897,1458668881,2016-03-22,788 days,True,3.0,3.0,14,13,6,28,4,False
4268,5898,1451394161,2015-12-29,872 days,True,0.0,0.0,1,1,0,1,1,False
4269,5901,1508920746,2017-10-25,206 days,True,0.0,0.0,1,0,1,1,1,False
4270,5902,1508742964,2017-10-23,208 days,True,0.0,0.0,2,0,2,2,1,False
4271,5903,1434444933,2015-06-16,1068 days,True,2.0,2.0,4,2,2,4,2,False
4272,5904,1488691483,2017-03-05,440 days,True,0.0,0.0,4,4,0,6,2,False
4273,5906,1475624233,2016-10-04,592 days,True,8.0,3.0,24,24,10,25,2,False
4274,5907,1444511208,2015-10-10,952 days,True,0.0,0.0,1,1,0,1,1,False
4275,5908,1480279227,2016-11-27,538 days,True,2.0,0.0,10,10,2,12,2,False
4276,5909,1478427074,2016-11-06,559 days,True,5.0,5.0,17,17,5,24,5,False
4277,5911,1495945366,2017-05-28,356 days,True,0.0,0.0,3,2,1,7,1,False
4278,5912,1445548245,2015-10-22,940 days,True,0.0,0.0,1,1,0,1,1,False
4279,5913,1434560981,2015-06-17,1067 days,True,2.0,0.0,11,11,2,12,1,False
4280,5914,1480775988,2016-12-03,532 days,True,0.0,0.0,1,0,0,1,1,False
4281,5915,1442919109,2015-09-22,970 days,True,2.0,0.0,8,8,2,8,1,False
4282,5916,1521449683,2018-03-19,61 days,True,29.0,11.0,69,69,32,80,4,False
4283,5917,1487008279,2017-02-13,460 days,True,2.0,0.0,10,9,2,16,1,False
4284,5918,1512245648,2017-12-02,168 days,True,1.0,5.0,9,8,6,12,1,False
4285,5919,1465277133,2016-06-07,711 days,True,0.0,0.0,1,0,0,1,1,False
4286,5920,1488044189,2017-02-25,448 days,True,2.0,1.0,10,10,3,36,2,False
4287,5921,1479731789,2016-11-21,544 days,True,0.0,0.0,1,1,0,1,1,False
4288,5922,1511018848,2017-11-18,182 days,True,0.0,0.0,1,1,0,1,1,False
4289,5923,1517231200,2018-01-29,110 days,True,0.0,0.0,1,1,0,1,1,False
4290,5924,1473257269,2016-09-07,619 days,True,9.0,1.0,31,30,10,50,4,False
4291,5925,1521998749,2018-03-25,55 days,True,0.0,0.0,3,2,1,3,1,False
4292,5927,1522685568,2018-04-02,47 days,True,2.0,2.0,6,6,4,10,1,False
4293,5928,1509380237,2017-10-30,201 days,True,0.0,0.0,6,6,0,9,3,False
4294,5929,1526312604,2018-05-14,5 days,True,76.0,26.0,198,198,89,411,16,True
4295,5931,1450641007,2015-12-20,881 days,True,0.0,0.0,3,2,0,3,1,False
4296,5932,1473835499,2016-09-14,612 days,True,24.0,34.0,65,62,26,116,4,False
4297,5934,1497467659,2017-06-14,339 days,True,0.0,0.0,12,10,0,23,2,False
4298,5938,1434632331,2015-06-18,1066 days,True,0.0,0.0,1,1,0,1,1,False
4299,5939,1442267925,2015-09-14,978 days,True,0.0,0.0,3,2,0,3,1,False
4300,5941,1526564887,2018-05-17,2 days,True,2.0,0.0,9,9,2,30,7,False
4301,5942,1515863158,2018-01-13,126 days,True,0.0,0.0,3,2,1,4,2,False
4302,5944,1469447490,2016-07-25,663 days,True,14.0,112.0,51,45,18,151,76,False
4303,5945,1440396616,2015-08-24,999 days,True,0.0,0.0,1,1,0,1,1,False
4304,5946,1499283763,2017-07-05,318 days,True,18.0,20.0,45,44,20,129,19,False
4305,5947,1441710856,2015-09-08,984 days,True,1.0,0.0,4,4,1,4,1,False
4306,5948,1461162126,2016-04-20,759 days,True,0.0,0.0,1,0,0,1,1,False
4307,5949,1469678402,2016-07-28,660 days,True,14.0,5.0,42,41,14,76,8,False
4308,5950,1500288633,2017-07-17,306 days,True,77.0,55.0,198,198,96,484,21,True
4309,5952,1520160386,2018-03-04,76 days,True,76.0,44.0,198,198,110,378,19,True
4310,5953,1436827135,2015-07-13,1041 days,True,0.0,0.0,3,3,0,3,1,False
4311,5955,1525026791,2018-04-29,20 days,True,0.0,0.0,1,1,0,1,1,False
4312,5956,1459438600,2016-03-31,779 days,True,0.0,0.0,1,1,0,1,1,False
4313,5959,1446901513,2015-11-07,924 days,True,0.0,0.0,1,1,0,1,1,False
4314,5961,1499413659,2017-07-07,316 days,True,2.0,0.0,6,6,2,6,1,False
4315,5962,1518168493,2018-02-09,99 days,True,75.0,71.0,188,188,84,547,40,True
4316,5963,1445082204,2015-10-17,945 days,True,0.0,0.0,2,2,0,2,1,False
4317,5964,1507997649,2017-10-14,217 days,True,0.0,0.0,1,0,1,1,1,False
4318,5965,1513618048,2017-12-18,152 days,True,2.0,0.0,12,12,5,19,2,False
4319,5967,1472247361,2016-08-26,631 days,True,0.0,0.0,2,1,0,2,1,False
4320,5968,1513530753,2017-12-17,153 days,True,29.0,45.0,70,70,37,113,16,False
4321,5969,1446993550,2015-11-08,923 days,True,0.0,0.0,21,13,0,30,2,False
4322,5970,1511359786,2017-11-22,178 days,True,45.0,34.0,117,111,68,403,25,False
4323,5971,1475234273,2016-09-30,596 days,True,2.0,0.0,9,9,2,9,1,False
4324,5972,1507475899,2017-10-08,223 days,True,0.0,0.0,3,2,1,3,1,False
4325,5973,1510695199,2017-11-14,186 days,True,0.0,0.0,2,1,1,3,2,False
4326,5974,1508534424,2017-10-20,211 days,True,30.0,58.0,69,69,33,340,26,False
4327,5975,1467721603,2016-07-05,683 days,True,13.0,10.0,38,36,13,84,4,False
4328,5976,1493196674,2017-04-26,388 days,True,0.0,0.0,59,33,1,59,1,False
4329,5977,1467879157,2016-07-07,681 days,True,12.0,20.0,35,33,12,89,4,False
4330,5979,1515759219,2018-01-12,127 days,True,0.0,0.0,1,0,1,1,1,False
4331,5980,1513348672,2017-12-15,155 days,True,46.0,59.0,154,138,79,570,24,False
4332,5983,1436616558,2015-07-11,1043 days,True,6.0,9.0,19,19,6,27,1,False
4333,5984,1523605795,2018-04-13,36 days,True,0.0,0.0,54,35,21,159,9,False
4334,5985,1434358640,2015-06-15,1069 days,True,2.0,0.0,10,10,2,10,1,False
4335,5986,1442207385,2015-09-14,978 days,True,2.0,0.0,8,8,2,8,1,False
4336,5987,1461341003,2016-04-22,757 days,True,28.0,8.0,65,65,28,117,5,False
4337,5988,1503485453,2017-08-23,269 days,True,0.0,2.0,2,0,2,2,1,False
4338,5989,1513636931,2017-12-18,152 days,True,39.0,15.0,70,70,44,265,21,False
4339,5991,1491174854,2017-04-02,412 days,True,18.0,3.0,53,52,24,63,2,False
4340,5992,1490188285,2017-03-22,423 days,True,0.0,0.0,1,1,0,1,1,False
4341,5994,1436012297,2015-07-04,1050 days,True,18.0,24.0,48,48,18,69,4,False
4342,5995,1447419335,2015-11-13,918 days,True,0.0,0.0,6,5,0,6,1,False
4343,5996,1463257350,2016-05-14,735 days,True,17.0,33.0,100,85,21,156,6,False
4344,5997,1475671387,2016-10-05,591 days,True,0.0,0.0,2,2,0,11,4,False
4345,5999,1509047555,2017-10-26,205 days,True,0.0,0.0,1,1,0,1,1,False
4346,6000,1445349186,2015-10-20,942 days,True,2.0,0.0,6,6,2,8,1,False
4347,6001,1474212788,2016-09-18,608 days,True,0.0,0.0,1,1,0,1,1,False
4348,6002,1491386250,2017-04-05,409 days,True,2.0,1.0,8,8,3,17,2,False
4349,6003,1504623736,2017-09-05,256 days,True,6.0,4.0,19,18,8,35,7,False
4350,6006,1445517832,2015-10-22,940 days,True,7.0,27.0,27,24,7,33,2,False
4351,6007,1505324701,2017-09-13,248 days,True,13.0,57.0,35,34,17,100,7,False
4352,6008,1510537948,2017-11-13,187 days,True,18.0,15.0,65,57,28,130,8,False
4353,6009,1449437204,2015-12-06,895 days,True,0.0,0.0,1,1,0,1,1,False
4354,6010,1522349025,2018-03-29,51 days,True,30.0,93.0,88,82,111,234,9,False
4355,6011,1464106204,2016-05-24,725 days,True,2.0,0.0,24,20,2,29,4,False
4356,6012,1501849722,2017-08-04,288 days,True,1.0,0.0,2,1,2,2,1,False
4357,6013,1488222162,2017-02-27,446 days,True,0.0,0.0,1,1,0,2,2,False
4358,6014,1515603766,2018-01-10,129 days,True,2.0,6.0,10,10,8,10,1,False
4359,6015,1509694050,2017-11-03,197 days,True,0.0,0.0,1,0,1,1,1,False
4360,6016,1448054603,2015-11-20,911 days,True,0.0,0.0,28,26,0,37,3,False
4361,6017,1503966902,2017-08-29,263 days,True,3.0,0.0,15,14,5,34,2,False
4362,6018,1509462941,2017-10-31,200 days,True,1.0,0.0,11,10,2,23,1,False
4363,6020,1504269938,2017-09-01,260 days,True,76.0,22.0,198,198,80,825,35,True
4364,6021,1501693918,2017-08-02,290 days,True,2.0,5.0,6,6,7,6,1,False
4365,6022,1523471369,2018-04-11,38 days,True,9.0,20.0,66,50,27,117,9,False
4366,6023,1448216538,2015-11-22,909 days,True,0.0,0.0,2,2,0,2,1,False
4367,6024,1436038441,2015-07-04,1050 days,True,8.0,1.0,24,24,8,37,1,False
4368,6025,1490174958,2017-03-22,423 days,True,4.0,4.0,7,6,5,7,1,False
4369,6026,1464294240,2016-05-26,723 days,True,0.0,0.0,10,9,0,11,4,False
4370,6028,1510918296,2017-11-17,183 days,True,75.0,78.0,192,192,92,331,16,True
4371,6029,1514390115,2017-12-27,143 days,True,0.0,0.0,1,1,0,2,1,False
4372,6031,1449245064,2015-12-04,897 days,True,0.0,0.0,10,7,0,22,1,False
4373,6032,1516029806,2018-01-15,124 days,True,13.0,0.0,36,36,14,42,1,False
4374,6033,1520930116,2018-03-13,67 days,True,75.0,77.0,120,119,104,246,15,False
4375,6034,1514895865,2018-01-02,137 days,True,0.0,0.0,1,1,0,1,1,False
4376,6036,1434474819,2015-06-16,1068 days,True,4.0,0.0,14,13,4,19,2,False
4377,6037,1435229949,2015-06-25,1059 days,True,0.0,0.0,1,0,0,1,1,False
4378,6038,1436646416,2015-07-11,1043 days,True,0.0,0.0,1,0,0,1,1,False
4379,6039,1516630840,2018-01-22,117 days,True,2.0,0.0,17,17,2,24,4,False
4380,6040,1455692884,2016-02-17,822 days,True,0.0,0.0,6,6,0,28,11,False
4381,6041,1434701748,2015-06-19,1065 days,True,7.0,0.0,23,22,7,23,1,False
4382,6042,1463228811,2016-05-14,735 days,True,0.0,0.0,3,3,0,3,1,False
4383,6043,1517820311,2018-02-05,103 days,True,0.0,0.0,7,5,2,12,2,False
4384,6044,1465325133,2016-06-07,711 days,True,0.0,0.0,3,1,0,3,1,False
4385,6048,1462354964,2016-05-04,745 days,True,2.0,0.0,10,10,2,10,1,False
4386,6050,1464624700,2016-05-30,719 days,True,8.0,8.0,27,27,8,57,3,False
4387,6053,1445860374,2015-10-26,936 days,True,9.0,27.0,38,34,17,68,8,False
4388,6054,1514536086,2017-12-29,141 days,True,0.0,0.0,2,2,0,2,1,False
4389,6055,1450156311,2015-12-15,886 days,True,0.0,0.0,2,2,0,2,1,False
4390,6056,1436194904,2015-07-06,1048 days,True,36.0,22.0,99,94,40,170,5,False
4391,6057,1510083268,2017-11-07,193 days,True,0.0,0.0,1,1,0,1,1,False
4392,6058,1451958169,2016-01-05,865 days,True,32.0,46.0,67,67,39,144,28,False
4393,6059,1436703085,2015-07-12,1042 days,True,0.0,0.0,1,1,0,15,10,False
4394,6062,1522672334,2018-04-02,47 days,True,10.0,18.0,26,26,11,66,12,False
4395,6063,1519594304,2018-02-25,83 days,True,0.0,0.0,67,47,20,90,5,False
4396,6064,1495132951,2017-05-18,366 days,True,66.0,80.0,190,180,89,379,12,True
4397,6065,1473797000,2016-09-13,613 days,True,2.0,1.0,9,9,3,11,1,False
4398,6067,1525984164,2018-05-10,9 days,True,0.0,0.0,4,4,0,13,1,False
4399,6068,1526231603,2018-05-13,6 days,True,25.0,18.0,59,59,24,84,4,False
4400,6069,1525197633,2018-05-01,18 days,True,30.0,36.0,69,69,39,149,3,False
4401,6070,1526477794,2018-05-16,3 days,True,39.0,84.0,99,97,57,686,21,False
4402,6071,1458420615,2016-03-19,791 days,True,33.0,16.0,79,78,33,171,16,False
